timestamp_utc,node_3_wind_mw,node_3_wind_speed_100m_mps,node_4_wind_mw,node_4_wind_speed_100m_mps
2023-01-01 00:00:00,1.5062298873000324,4.115421149156769,0.0,1.7062428081888958
2023-01-01 01:00:00,0.8185346211693096,3.68907065777642,0.0,1.0066638554912504
2023-01-01 02:00:00,0.4665150573724653,3.426372245738559,0.0,0.7765953503354166
2023-01-01 03:00:00,0.10661561656720646,3.108010939530418,0.0,0.8238513118394418
2023-01-01 04:00:00,0.8153548296106142,3.6868613479213344,0.0,1.7197934102250856
2023-01-01 05:00:00,2.239339928537625,4.489445006476699,0.06090280408412783,3.068199265521731
2023-01-01 06:00:00,3.916352303828473,5.168006067806011,2.960215121388887,4.912495946878327
2023-01-01 07:00:00,3.806145317270574,5.128714353499285,3.665762154444449,5.197089420284473
2023-01-01 08:00:00,0.8336814047541249,3.6995584529039913,0.19162866058051486,3.2051528909303095
2023-01-01 09:00:00,1.5273114459149142,4.1271503595308,0.0,1.1885900640463467
2023-01-01 10:00:00,7.548072362160491,6.222979685276297,3.0053533319004697,4.931703116554012
2023-01-01 11:00:00,10.855445777538371,6.943434531194269,9.959469463143321,6.9452824345529685
2023-01-01 12:00:00,10.97333751684841,6.966466269242421,12.21347456687558,7.396988419522689
2023-01-01 13:00:00,12.180369290939504,7.193985907655834,14.144693830667036,7.7442930096941796
2023-01-01 14:00:00,13.080660357682174,7.3547563342546205,13.33635415206535,7.60277519868222
2023-01-01 15:00:00,12.857523756793018,7.315565700631518,12.457286552766119,7.44264336124401
2023-01-01 16:00:00,13.656511386749054,7.454012509403808,12.589020813607075,7.467079891816894
2023-01-01 17:00:00,11.756521665879944,7.115744924934235,10.832912271269313,7.127148799268781
2023-01-01 18:00:00,11.447907806190246,7.057674430758503,10.005753511705386,6.955160101412293
2023-01-01 19:00:00,9.537953190217939,6.674941466418434,9.312068750711578,6.804069722916776
2023-01-01 20:00:00,8.188718887288061,6.375542892263647,8.101095333292163,6.522954618025348
2023-01-01 21:00:00,6.824018078140324,6.0410236167294284,7.119125749313241,6.275788009195431
2023-01-01 22:00:00,5.248951100346366,5.602037563120896,4.935772097341819,5.6425538977603535
2023-01-01 23:00:00,5.212113293849561,5.590922921131643,3.9639280455149786,5.30848863673548
2023-01-02 00:00:00,4.845445996590746,5.477799145561269,2.9782400249231893,4.9201838769777995
2023-01-02 01:00:00,4.270230226126336,5.290299413928265,2.91825437871664,4.894505142025726
2023-01-02 02:00:00,3.334520430822246,4.95334813057307,2.658344434789216,4.779999873627235
2023-01-02 03:00:00,2.142021310536822,4.443344073145629,1.50631897205042,4.1904988870766315
2023-01-02 04:00:00,1.4282702065368578,4.071454712747468,0.9687960528092229,3.847650666365244
2023-01-02 05:00:00,1.6153165520182429,4.175408529705047,1.084715980267736,3.926735153479685
2023-01-02 06:00:00,3.3223394588177726,4.948652133200976,1.7941069693005653,4.353062282738914
2023-01-02 07:00:00,4.351532996456697,5.317610347822215,2.6645533129141032,4.782799650236551
2023-01-02 08:00:00,4.506552981418706,5.3689204254337985,3.238944417549438,5.028790138738109
2023-01-02 09:00:00,4.22937280622502,5.2764676291163655,3.052176925629158,4.951470612815234
2023-01-02 10:00:00,2.294631329311467,4.515220856858741,2.003917300112014,4.464338664169508
2023-01-02 11:00:00,2.360430100946185,4.545516549028015,2.215361848057982,4.571134622194579
2023-01-02 12:00:00,3.0641889630973553,4.846960324445612,1.9687414863234034,4.446069076318853
2023-01-02 13:00:00,1.9201416245991327,4.3344983104138635,1.2912439863143281,4.060227262109184
2023-01-02 14:00:00,2.6736198666768383,4.684468472115277,2.475099451479974,4.695847785395168
2023-01-02 15:00:00,2.0285117870247915,4.3883353080371945,2.21097789944522,4.568970691197645
2023-01-02 16:00:00,2.144013698103957,4.444297511363963,1.7386011843721807,4.322652994915517
2023-01-02 17:00:00,1.7258479288864699,4.234481606630428,1.5300901014256258,4.204407954641646
2023-01-02 18:00:00,1.8528847378253717,4.300401662810323,1.6012704143781331,4.245516412421833
2023-01-02 19:00:00,2.05041171132838,4.399055789406978,1.7976154115874017,4.354970178363558
2023-01-02 20:00:00,2.241556439065133,4.490484007054575,2.270765207447682,4.5983071097366
2023-01-02 21:00:00,2.151065707066187,4.447668901465667,1.5030904265990506,4.188602651232989
2023-01-02 22:00:00,0.763122173637822,3.650184856406924,0.0,2.941592924688825
2023-01-02 23:00:00,2.22035418975587,4.480525576087166,0.41498522286130407,3.4152247219215988
2023-01-03 00:00:00,2.8833509352675324,4.773098924552824,0.556284341476617,3.535805450905641
2023-01-03 01:00:00,3.5403725677402105,5.031396601961598,0.25217560002435896,3.2647957680245714
2023-01-03 02:00:00,7.339915798776357,6.171763839624136,2.0436146368824337,4.484778649258246
2023-01-03 03:00:00,9.578453363663153,6.683520447499205,4.983699872693107,5.658030142228549
2023-01-03 04:00:00,9.412258397427939,6.648174640367876,7.860268764499982,6.464075391651976
2023-01-03 05:00:00,9.909985927227758,6.752934077243788,9.896608344700367,6.931821828137027
2023-01-03 06:00:00,12.430773877171326,7.239421365761137,15.059968080034462,7.898529556343424
2023-01-03 07:00:00,14.075158634242213,7.524546227274601,19.872360676434347,8.624904905202897
2023-01-03 08:00:00,11.386843178569336,7.046070302055239,18.54417150836742,8.436765575464406
2023-01-03 09:00:00,8.586152616118671,6.466633164293088,9.568915392389624,6.860790396201652
2023-01-03 10:00:00,9.769280563228,6.723649283726597,6.553986663190351,6.124233377734219
2023-01-03 11:00:00,8.261919408728046,6.392515789381604,4.672135231994991,5.555864812305206
2023-01-03 12:00:00,3.929829949975072,5.172770372416493,4.094524377092502,5.355840968039862
2023-01-03 13:00:00,4.178381844148629,5.2591028806525415,3.1704828180829097,5.000725052081245
2023-01-03 14:00:00,3.8045010568555977,5.128123560397558,1.7411222840335643,4.324043491548245
2023-01-03 15:00:00,2.3825988497535504,4.5556332817215,1.6398788137613842,4.267484680295058
2023-01-03 16:00:00,2.068038191717746,4.407646530503623,1.5056355047679932,4.190097606417317
2023-01-03 17:00:00,2.8170944054676283,4.745456433045912,1.4065526501435235,4.131090969406398
2023-01-03 18:00:00,2.1039800607920007,4.4250607581805586,0.554612964402281,3.53442669480049
2023-01-03 19:00:00,2.4459938931000016,4.584318480892487,0.6121344339862389,3.581272307305276
2023-01-03 20:00:00,2.6646132025860725,4.680586655055284,0.4535201139511302,3.448949907995618
2023-01-03 21:00:00,2.184188980453943,4.463436350979866,0.0,2.6679582481603017
2023-01-03 22:00:00,4.037761200651908,5.21061109905227,3.0240665878155744,4.93962226874079
2023-01-03 23:00:00,6.429176619792198,5.936999671074258,3.6596063552751628,5.194738808673482
2023-01-04 00:00:00,4.989957539401781,5.522937772346285,0.1838930948549884,3.1973712753108705
2023-01-04 01:00:00,1.6715450220452654,4.205666979371404,0.0,2.6248075300254254
2023-01-04 02:00:00,0.8698786276550396,3.7243838530230704,0.18348235962294196,3.196957034907816
2023-01-04 03:00:00,1.3874829643788276,4.048068825579659,0.0,2.648660951173222
2023-01-04 04:00:00,1.926552330572981,4.337720396907717,0.0,2.1927399564047296
2023-01-04 05:00:00,7.4643363173191455,6.2024784974151315,0.4878286106578217,3.4784308468765994
2023-01-04 06:00:00,13.78315140396959,7.475489420660634,3.571097916370207,5.160703777914642
2023-01-04 07:00:00,23.276081570402418,8.82320371016949,9.475155116915012,6.840193803672559
2023-01-04 08:00:00,32.3298400360663,9.80818060862732,17.782233674913773,8.32493585098072
2023-01-04 09:00:00,23.88692424692236,8.89673870493002,9.799629438428338,6.910952376220803
2023-01-04 10:00:00,4.662792737134292,5.419660546381638,0.3779497152988388,3.382171786850522
2023-01-04 11:00:00,12.348181766387407,7.224498294617686,3.5458980082033644,5.150930862154771
2023-01-04 12:00:00,6.313130784043754,5.90572323823235,3.902752746658636,5.286013897030357
2023-01-04 13:00:00,2.9646376499621,4.806580635169556,5.1187878590625004,5.701201635963452
2023-01-04 14:00:00,3.292432637173564,4.937084519199802,5.6296344585775255,5.858827010880638
2023-01-04 15:00:00,7.376851326842977,6.1809136864718095,8.95894983162875,6.724510246891496
2023-01-04 16:00:00,6.4887415921995535,5.952926311784776,8.222263397541552,6.552181023238888
2023-01-04 17:00:00,5.851567189818336,5.77791771586135,7.706052159999982,6.42580060821617
2023-01-04 18:00:00,4.857039256856802,5.481447826949581,5.515344348118451,5.824299154583607
2023-01-04 19:00:00,3.8582060175675563,5.147350138314607,4.382631474439424,5.457443901801398
2023-01-04 20:00:00,3.176999458599062,4.891919691733266,4.287853959864579,5.424439167959757
2023-01-04 21:00:00,3.5310950753488877,5.027930953647506,3.847854585193775,5.265681286131898
2023-01-04 22:00:00,2.338479492999875,4.535454798054851,2.9853671571262694,4.923217103243115
2023-01-04 23:00:00,2.929667080756513,4.7922337046720624,1.9496191314249325,4.4360740021292075
2023-01-05 00:00:00,3.119562179630495,4.869132458250901,2.446011843788449,4.682209420571687
2023-01-05 01:00:00,3.8716810832155826,5.152151785124952,3.553229296742435,5.153777873647934
2023-01-05 02:00:00,3.0873891518775682,4.8562746216379455,3.480492653591114,5.125391069397637
2023-01-05 03:00:00,1.1196444440561102,3.8873118222740906,0.8972280581771801,3.7971543065553983
2023-01-05 04:00:00,0.31197917460455904,3.297169584061709,0.0,2.8368884315482275
2023-01-05 05:00:00,0.0,2.731971809090727,0.0,1.8689735859854162
2023-01-05 06:00:00,0.011254264769444782,3.011770734211903,0.0,1.5659002275153888
2023-01-05 07:00:00,1.1362153560636667,3.897647174857149,0.0,2.910431518582854
2023-01-05 08:00:00,0.716964728479001,3.6171494009163596,0.0,2.8939474697546657
2023-01-05 09:00:00,0.4762726679429207,3.4342085866457137,0.0,1.73517950599242
2023-01-05 10:00:00,2.1599017434495495,4.451885989727005,0.6841576999480075,3.6382528893432773
2023-01-05 11:00:00,0.7067065960641925,3.6097250425148957,2.8975718355094937,4.885588565345996
2023-01-05 12:00:00,1.7565107789391787,4.250580415916523,2.1009171599996876,4.5139589262207656
2023-01-05 13:00:00,2.8289938886787183,4.750444674810271,3.1973696293349354,5.011784503757877
2023-01-05 14:00:00,2.5631470485321173,4.636403320728605,4.782705383755685,5.592549976010845
2023-01-05 15:00:00,1.0135152537294567,3.819775884881473,4.314623897019945,5.433802030245588
2023-01-05 16:00:00,1.623812794074955,4.180008789310689,5.446624312484044,5.803339689324295
2023-01-05 17:00:00,2.679956799898903,4.687195800759683,6.085118668382039,5.992547456681043
2023-01-05 18:00:00,5.423069355202432,5.653984880080383,9.463123073891357,6.837541694916575
2023-01-05 19:00:00,11.481643641654149,7.0640689310377365,6.0417918336008425,5.980083441220603
